serial,year,month,day,local pressure,sea pressure,total preci,hr1 preci,min10 preci,avg temp,max temp,min temp,avg humid,min humid,sun hours,bloom
9066,1985,10,28,1021.1,1025.4,0.0,0.0,0.0,14.8,18.5,10.0,53,23,8.6,0
9067,1985,10,29,1020.0,1024.4,3.0,1.0,0.5,13.0,15.4,10.9,76,55,0.8,0
9068,1985,10,30,1012.3,1016.5,5.0,1.5,0.5,15.7,17.9,12.9,89,76,0.3,0
9069,1985,10,31,1010.2,1014.4,0.0,0.0,0.0,17.8,21.1,15.8,73,41,3.4,0
9070,1985,11,1,1005.1,1009.3,6.5,2.0,1.0,15.4,16.2,14.4,87,80,0.0,0
9071,1985,11,2,1008.3,1012.6,0.0,0.0,0.0,14.3,18.6,10.9,55,32,9.7,0
9072,1985,11,3,1023.9,1028.2,0.0,0.0,0.0,13.0,16.8,8.9,49,35,9.6,0
9073,1985,11,4,1025.9,1030.2,0.0,0.0,0.0,14.4,19.5,8.2,55,42,9.5,0
9074,1985,11,5,1022.5,1026.8,1.0,1.0,0.5,16.5,21.3,12.1,68,43,2.6,0
9075,1985,11,6,1020.2,1024.5,17.5,8.0,3.0,15.0,16.3,13.6,89,80,0.0,0
9076,1985,11,7,1010.4,1014.7,33.5,12.0,3.0,17.2,18.8,14.9,92,84,0.0,0
9077,1985,11,8,1002.7,1006.9,0.0,0.0,0.0,19.4,24.5,14.2,71,44,8.8,0
9078,1985,11,9,1003.4,1007.6,0.0,0.0,0.0,18.5,21.5,14.6,69,53,6.6,0
9079,1985,11,10,1000.3,1004.4,0.0,0.0,0.0,16.9,20.0,15.4,80,68,3.1,0
9080,1985,11,11,1002.1,1006.3,0.5,0.5,0.5,15.5,18.9,12.5,61,35,5.5,0
9081,1985,11,12,1001.6,1005.8,0.0,0.0,0.0,15.8,20.9,11.2,41,28,9.3,0
9082,1985,11,13,1002.6,1006.9,0.0,0.0,0.0,13.2,17.6,8.3,44,26,8.7,0
9083,1985,11,14,1005.1,1009.4,0.0,0.0,0.0,12.1,16.1,7.3,47,31,9.4,0
9084,1985,11,15,1008.9,1013.2,0.0,0.0,0.0,11.9,15.7,7.6,48,34,9.0,0
9085,1985,11,16,1013.0,1017.4,0.0,0.0,0.0,10.8,13.7,7.0,52,40,2.0,0
9086,1985,11,17,1004.4,1008.7,0.0,0.0,0.0,12.1,17.3,6.7,69,51,5.5,0
9087,1985,11,18,1002.7,1007.0,0.0,0.0,0.0,12.5,16.7,7.4,52,27,8.3,0
9088,1985,11,19,1008.5,1012.8,0.0,0.0,0.0,11.2,15.2,6.5,51,33,8.7,0
9089,1985,11,20,1013.2,1017.5,0.0,0.0,0.0,10.0,12.6,7.5,62,51,1.8,0
9090,1985,11,21,1016.3,1020.7,0.0,0.0,0.0,11.8,16.5,6.5,68,44,8.5,0
9091,1985,11,22,1013.6,1018.0,0.0,0.0,0.0,13.5,17.0,8.6,60,50,4.0,0
9092,1985,11,23,1003.7,1007.9,0.0,0.0,0.0,16.9,23.2,11.9,61,50,8.0,0
9093,1985,11,24,1003.5,1007.8,22.5,6.5,2.0,10.8,16.2,7.3,82,52,0.0,0
9094,1985,11,25,1006.2,1010.6,2.5,1.0,0.5,8.6,13.5,5.6,62,33,8.4,0
9095,1985,11,26,1014.1,1018.5,0.0,0.0,0.0,9.7,13.6,4.2,49,31,8.8,0
9096,1985,11,27,1019.2,1023.6,0.0,0.0,0.0,10.4,13.8,5.3,58,39,8.4,0
9097,1985,11,28,1009.2,1013.5,0.5,0.5,0.5,12.1,17.4,5.8,67,53,1.4,0
9098,1985,11,29,1009.0,1013.3,0.5,0.5,0.5,10.5,13.8,4.4,51,33,4.2,0
9099,1985,11,30,1016.2,1020.7,0.5,0.5,0.5,7.5,10.8,3.6,72,56,3.7,0
9100,1985,12,1,1014.6,1019.0,0.0,0.0,0.0,8.5,14.5,4.2,60,31,8.9,0
9101,1985,12,2,1012.3,1016.6,0.0,0.0,0.0,10.7,16.6,4.6,57,31,8.5,0
9102,1985,12,3,1020.6,1025.0,0.0,0.0,0.0,10.5,14.7,5.4,57,39,8.1,0
9103,1985,12,4,1015.2,1019.5,0.0,0.0,0.0,10.9,17.6,5.7,64,44,6.2,0
9104,1985,12,5,1014.5,1018.8,0.0,0.0,0.0,12.3,16.0,7.9,61,39,8.1,0
9105,1985,12,6,1015.5,1019.9,2.5,2.5,0.5,11.5,15.2,7.8,70,47,0.0,0
9106,1985,12,7,1017.0,1021.4,12.0,3.0,1.0,8.3,9.6,7.3,88,70,0.0,0
9107,1985,12,8,1007.7,1012.1,3.0,1.0,0.5,9.0,10.8,7.3,84,70,0.0,0
9108,1985,12,9,999.1,1003.5,0.0,0.0,0.0,8.5,13.3,3.7,61,28,5.6,0
9109,1985,12,10,1007.5,1011.9,0.0,0.0,0.0,5.3,8.4,2.0,46,27,8.4,0
9110,1985,12,11,1010.6,1015.1,0.0,0.0,0.0,5.1,8.7,2.3,48,37,5.0,0
9111,1985,12,12,1008.0,1012.4,0.0,0.0,0.0,5.5,9.4,1.8,59,46,7.9,0
9112,1985,12,13,1009.9,1014.4,0.0,0.0,0.0,5.7,10.9,1.7,58,41,7.7,0
9113,1985,12,14,1002.3,1006.7,0.0,0.0,0.0,8.9,14.4,3.2,47,31,7.6,0
9114,1985,12,15,998.0,1002.3,0.0,0.0,0.0,5.4,8.5,2.3,45,34,8.3,0
9115,1985,12,16,1002.6,1007.0,0.0,0.0,0.0,3.7,6.9,1.3,44,34,8.6,0
9116,1985,12,17,1001.5,1006.0,0.0,0.0,0.0,3.7,7.7,-0.4,46,32,7.5,0
9117,1985,12,18,1013.7,1018.1,0.0,0.0,0.0,4.9,9.0,-0.5,42,22,8.9,0
9118,1985,12,19,1011.6,1016.1,0.0,0.0,0.0,6.3,11.0,0.3,46,31,8.3,0
9119,1985,12,20,1017.2,1021.7,0.0,0.0,0.0,5.9,9.7,3.1,40,29,8.5,0
9120,1985,12,21,1025.6,1030.1,0.0,0.0,0.0,5.5,9.6,2.8,38,29,8.6,0
9121,1985,12,22,1022.7,1027.2,0.5,0.5,0.5,3.5,5.0,1.5,61,43,0.0,0
9122,1985,12,23,1008.2,1012.6,0.0,0.0,0.0,7.5,10.2,2.7,69,61,3.2,0
9123,1985,12,24,1013.0,1017.5,0.5,0.5,0.5,5.9,8.6,3.4,51,30,8.9,0
9124,1985,12,25,1016.0,1020.4,0.0,0.0,0.0,5.3,8.2,2.0,49,34,5.4,0
9125,1985,12,26,1015.5,1020.0,0.0,0.0,0.0,7.4,11.2,2.3,55,36,7.8,0
9126,1985,12,27,1013.1,1017.5,0.0,0.0,0.0,7.0,12.6,3.7,45,32,7.8,0
9127,1985,12,28,1021.7,1026.2,0.0,0.0,0.0,6.2,9.9,3.8,47,33,7.9,0
9128,1985,12,29,1020.0,1024.4,0.0,0.0,0.0,6.4,11.5,1.4,57,44,7.9,0
9129,1985,12,30,1008.9,1013.2,0.0,0.0,0.0,12.0,18.8,3.1,63,44,6.9,0
9130,1985,12,31,999.9,1004.2,0.0,0.0,0.0,11.5,16.0,8.0,52,28,6.4,0
12053,1994,1,1,1011.9,1016.3,0.0,0.0,0.0,6.1,9.2,3.7,36,25,9.0,0
12054,1994,1,2,1016.0,1020.5,0.0,0.0,0.0,5.6,9.4,3.3,51,40,6.7,0
12055,1994,1,3,1009.5,1013.9,0.0,0.0,0.0,6.1,9.8,1.5,61,50,1.2,0
12056,1994,1,4,1007.2,1011.5,0.0,0.0,0.0,8.7,12.9,3.3,50,31,8.3,0
12057,1994,1,5,1013.1,1017.5,0.0,0.0,0.0,7.2,10.3,4.8,40,30,8.1,0
12058,1994,1,6,1011.1,1015.6,0.0,0.0,0.0,6.1,9.4,3.4,51,41,6.1,0
12059,1994,1,7,1009.8,1014.3,0.0,0.0,0.0,5.1,9.5,2.6,49,28,8.8,0
12060,1994,1,8,1015.7,1020.2,0.0,0.0,0.0,3.7,5.6,1.7,47,37,0.4,0
12061,1994,1,9,1013.8,1018.2,0.0,0.0,0.0,5.8,10.9,1.1,53,42,8.9,0
12062,1994,1,10,1015.6,1020.1,0.5,0.5,0.5,7.5,11.5,3.7,61,49,1.6,0
12063,1994,1,11,1014.2,1018.7,8.0,2.0,0.5,6.2,7.7,4.8,84,72,0.0,0
12064,1994,1,12,1012.8,1017.2,0.0,0.0,0.0,8.3,11.8,5.2,68,39,8.1,0
12065,1994,1,13,1011.4,1015.8,2.5,1.5,0.5,6.5,8.2,3.9,76,67,0.0,0
12066,1994,1,14,1006.8,1011.2,16.5,3.0,0.5,4.2,7.7,1.2,72,37,0.0,0
12067,1994,1,15,1015.4,1019.9,0.0,0.0,0.0,4.9,8.4,2.4,38,24,9.5,0
12068,1994,1,16,1020.6,1025.1,0.0,0.0,0.0,5.5,9.2,1.8,51,41,7.6,0
12069,1994,1,17,1008.1,1012.4,3.5,3.5,1.5,10.7,16.8,2.2,68,49,3.1,0
12070,1994,1,18,1004.1,1008.4,5.5,2.0,0.5,8.1,11.7,2.6,74,55,0.3,0
12071,1994,1,19,1008.7,1013.1,3.0,1.5,0.5,4.0,8.3,1.3,53,28,5.9,0
12072,1994,1,20,1010.4,1014.8,0.0,0.0,0.0,4.5,7.5,1.5,42,30,5.1,0
12073,1994,1,21,1004.0,1008.4,0.0,0.0,0.0,2.8,4.6,1.7,70,54,0.5,0
12074,1994,1,22,1006.3,1010.8,0.0,0.0,0.0,4.1,6.9,1.3,60,34,6.6,0
12075,1994,1,23,1005.2,1009.7,0.0,0.0,0.0,4.2,10.1,-0.1,57,20,8.0,0
12076,1994,1,24,1013.5,1018.0,0.0,0.0,0.0,4.2,7.1,1.1,35,22,9.6,0
12077,1994,1,25,1014.4,1018.8,0.0,0.0,0.0,5.7,10.5,-0.4,42,25,8.7,0
12078,1994,1,26,1012.2,1016.6,0.0,0.0,0.0,7.2,11.9,2.2,46,34,8.9,0
12079,1994,1,27,1010.7,1015.1,0.0,0.0,0.0,7.7,12.6,3.5,40,28,9.1,0
12080,1994,1,28,1013.4,1017.9,6.5,3.0,1.0,3.0,5.1,0.4,64,38,0.0,0
12081,1994,1,29,1004.6,1009.1,4.0,2.0,1.0,2.5,5.7,0.2,69,44,4.6,0
12082,1994,1,30,1015.8,1020.3,0.0,0.0,0.0,2.3,4.8,0.7,37,24,9.6,0
12083,1994,1,31,1023.1,1027.7,0.0,0.0,0.0,3.0,6.5,-1.3,46,33,9.3,0
12084,1994,2,1,1006.3,1010.7,4.5,3.0,0.5,3.0,7.3,0.7,64,50,0.0,0
12085,1994,2,2,1000.3,1004.7,0.0,0.0,0.0,5.4,7.9,2.7,36,23,9.9,0
12086,1994,2,3,1004.1,1008.5,0.0,0.0,0.0,3.2,6.2,1.0,37,27,5.0,0
12087,1994,2,4,1009.6,1014.0,0.0,0.0,0.0,5.7,10.6,0.4,33,21,9.4,0
12088,1994,2,5,1011.7,1016.1,0.0,0.0,0.0,7.0,10.8,3.4,42,27,9.7,0
12089,1994,2,6,1008.9,1013.3,0.0,0.0,0.0,8.7,14.4,3.8,48,28,9.2,0
12090,1994,2,7,1002.5,1006.8,0.0,0.0,0.0,9.4,13.8,6.3,48,23,5.4,0
12091,1994,2,8,1003.4,1007.8,2.5,4.0,1.0,8.8,13.0,5.8,49,33,2.4,0
12092,1994,2,9,988.6,992.9,3.0,4.0,1.5,9.4,16.0,5.1,63,32,7.6,0
12093,1994,2,10,997.2,1001.6,0.0,0.0,0.0,6.7,8.9,4.2,34,19,6.6,0
12094,1994,2,11,1011.3,1015.7,0.0,0.0,0.0,5.0,8.8,1.7,32,22,9.5,0
12095,1994,2,12,1000.5,1005.0,25.0,5.0,1.0,0.9,4.1,-0.5,81,39,0.0,0
12096,1994,2,13,1003.3,1007.7,0.0,0.0,0.0,2.0,5.2,-1.7,46,27,9.5,0
12097,1994,2,14,1007.9,1012.3,0.0,0.0,0.0,3.8,8.0,-2.3,43,25,10.1,0
12098,1994,2,15,1006.6,1011.0,0.0,0.0,0.0,6.8,10.7,2.8,43,29,6.5,0
12099,1994,2,16,1005.7,1010.1,0.0,0.0,0.0,8.0,11.9,5.2,46,27,6.3,0
12100,1994,2,17,1010.9,1015.3,0.0,0.0,0.0,6.9,11.2,4.2,34,20,10.2,0
12101,1994,2,18,1015.3,1019.7,0.0,0.0,0.0,7.9,12.4,2.8,45,21,10.0,0
12102,1994,2,19,1014.6,1019.0,0.0,0.0,0.0,9.6,14.8,4.3,39,14,9.9,0
12103,1994,2,20,1011.3,1015.7,0.0,0.0,0.0,9.5,13.2,4.9,52,40,7.9,0
12104,1994,2,21,983.0,987.2,53.5,8.0,2.0,9.4,11.7,7.4,77,32,0.1,0
12105,1994,2,22,993.3,997.6,0.0,0.0,0.0,6.9,10.4,4.3,27,14,10.2,0
12106,1994,2,23,999.8,1004.2,0.0,0.0,0.0,5.6,10.8,2.3,34,25,10.2,0
12107,1994,2,24,1005.0,1009.5,0.0,0.0,0.0,5.0,8.4,2.0,31,24,10.3,0
12108,1994,2,25,1010.4,1014.8,0.0,0.0,0.0,7.3,11.3,3.6,42,27,6.3,0
12109,1994,2,26,1011.6,1016.0,0.0,0.0,0.0,7.4,11.0,3.7,39,21,8.6,0
12110,1994,2,27,1014.9,1019.3,0.0,0.0,0.0,7.3,12.2,3.0,38,26,8.6,0
12111,1994,2,28,1016.9,1021.4,0.0,0.0,0.0,7.5,10.6,3.8,49,37,6.8,0
12112,1994,3,1,1012.8,1017.2,0.5,0.5,0.5,8.6,12.4,5.5,59,36,3.9,0
12113,1994,3,2,1013.8,1018.2,0.0,0.0,0.0,6.4,9.5,4.7,60,44,4.4,0
12114,1994,3,3,1014.8,1019.3,0.0,0.0,0.0,6.6,9.5,4.4,50,34,4.5,0
12115,1994,3,4,1009.1,1013.4,2.5,2.0,0.5,7.6,11.0,4.6,64,37,5.5,0
12116,1994,3,5,1013.1,1017.5,0.0,0.0,0.0,6.4,9.8,3.7,56,33,5.9,0
12117,1994,3,6,1020.5,1025.0,0.0,0.0,0.0,6.5,10.6,3.3,42,22,10.3,0
12118,1994,3,7,1023.9,1028.4,0.0,0.0,0.0,6.2,9.1,2.3,57,47,0.7,0
12119,1994,3,8,1015.7,1020.1,14.5,3.0,1.0,7.2,9.0,6.5,86,74,0.0,0
12120,1994,3,9,1004.8,1009.1,15.5,4.0,1.0,10.7,15.2,8.4,87,71,0.8,0
12121,1994,3,10,1005.4,1009.8,14.0,4.0,1.0,5.7,8.5,4.6,80,62,0.0,0
12122,1994,3,11,1011.8,1016.2,0.0,0.0,0.0,7.3,10.6,3.8,47,34,5.9,0
12123,1994,3,12,1010.3,1014.6,0.0,0.0,0.0,8.3,12.0,4.9,47,28,2.4,0
12124,1994,3,13,1007.8,1012.2,0.0,0.0,0.0,6.2,7.8,4.1,62,46,0.1,0
12125,1994,3,14,1010.6,1015.0,0.5,0.5,0.5,5.3,7.5,3.0,62,45,2.5,0
12126,1994,3,15,1014.6,1019.0,0.0,0.0,0.0,6.0,9.4,3.4,59,42,4.0,0
12127,1994,3,16,1015.6,1020.0,0.0,0.0,0.0,7.6,11.1,2.7,46,29,8.6,0
12128,1994,3,17,1009.5,1013.8,0.0,0.0,0.0,9.9,14.7,5.9,39,23,9.6,0
12129,1994,3,18,1016.3,1020.8,0.0,0.0,0.0,6.6,8.9,3.5,45,31,3.2,0
12130,1994,3,19,1014.9,1019.3,0.0,0.0,0.0,9.1,12.4,5.9,56,42,3.7,0
12131,1994,3,20,1012.6,1017.0,0.0,0.0,0.0,9.4,12.2,7.2,62,49,1.3,0
12132,1994,3,21,1017.4,1021.8,0.0,0.0,0.0,8.1,12.7,4.6,34,21,11.1,0
12133,1994,3,22,1025.4,1029.9,3.5,2.0,0.5,6.3,9.4,2.8,48,28,1.7,0
12134,1994,3,23,1013.1,1017.5,56.0,7.0,1.5,5.9,7.6,3.4,90,85,0.0,0
12135,1994,3,24,996.2,1000.5,7.5,6.0,1.5,11.3,16.3,7.4,63,38,3.0,0
12136,1994,3,25,1003.1,1007.5,0.0,0.0,0.0,9.5,14.5,5.0,40,18,8.9,0
12137,1994,3,26,1014.4,1018.8,0.0,0.0,0.0,7.8,11.5,4.2,41,20,9.7,0
12138,1994,3,27,1017.7,1022.2,0.0,0.0,0.0,8.7,12.8,4.1,45,24,11.2,0
12139,1994,3,28,1013.2,1017.5,0.0,0.0,0.0,11.1,17.3,4.7,41,26,7.2,0
12140,1994,3,29,1011.3,1015.7,0.0,0.0,0.0,11.8,16.8,7.4,39,26,8.9,0
12141,1994,3,30,1016.0,1020.4,0.0,0.0,0.0,8.7,12.2,5.5,46,34,8.3,0
12142,1994,3,31,1012.9,1017.2,0.0,0.0,0.0,13.1,18.7,7.9,45,20,10.8,1
12143,1994,4,1,1013.8,1018.1,0.0,0.0,0.0,14.6,18.8,9.0,59,48,6.6,0
12144,1994,4,2,998.9,1003.1,15.0,5.5,2.0,16.5,21.6,11.5,67,27,5.4,0
12145,1994,4,3,1006.0,1010.3,0.0,0.0,0.0,14.8,18.4,11.5,23,13,11.7,0
12146,1994,4,4,1016.3,1020.7,0.0,0.0,0.0,13.5,17.8,9.1,42,21,10.6,0
12147,1994,4,5,1012.3,1016.5,0.0,0.0,0.0,17.1,22.4,11.3,59,41,10.2,0
12148,1994,4,6,1010.9,1015.1,0.0,0.0,0.0,18.6,24.4,13.7,57,25,10.2,0
12149,1994,4,7,1002.6,1006.8,0.5,0.5,0.5,17.5,23.2,14.3,67,40,4.9,0
12150,1994,4,8,1004.2,1008.5,3.5,1.5,0.5,12.8,16.6,7.2,55,31,4.4,0
12151,1994,4,9,1013.8,1018.2,5.0,2.0,0.5,8.0,12.4,4.3,48,25,8.2,0
12152,1994,4,10,1018.8,1023.2,0.0,0.0,0.0,9.5,12.1,6.2,41,31,7.3,0
12153,1994,4,11,1017.1,1021.5,0.0,0.0,0.0,13.3,17.8,7.6,61,50,6.8,0
12154,1994,4,12,1008.5,1012.8,2.5,1.5,0.5,16.5,20.0,10.8,72,56,3.1,0
12155,1994,4,13,1000.5,1004.7,10.0,3.5,1.0,16.1,19.1,8.8,61,35,2.3,0
12156,1994,4,14,1010.5,1014.8,0.5,2.0,0.5,12.9,16.8,8.6,58,36,4.1,0
12157,1994,4,15,1016.3,1020.5,0.0,0.0,0.0,15.7,20.4,8.7,45,19,11.3,0
12158,1994,4,16,1017.4,1021.7,0.0,0.0,0.0,17.3,22.1,12.0,45,18,11.6,0
12159,1994,4,17,1012.8,1017.0,0.0,0.0,0.0,18.9,23.6,12.8,44,26,9.8,0
12160,1994,4,18,1017.8,1022.1,0.0,0.0,0.0,14.7,16.3,11.7,45,19,6.3,0
12161,1994,4,19,1011.7,1015.9,4.0,1.5,0.5,16.3,20.3,11.7,64,47,7.9,0
12162,1994,4,20,1014.5,1018.8,0.0,0.0,0.0,15.2,17.5,13.0,60,44,5.2,0
12163,1994,4,21,1014.1,1018.4,0.0,0.0,0.0,17.4,22.5,13.3,57,24,9.6,0
12164,1994,4,22,1013.3,1017.6,0.0,0.0,0.0,18.5,22.9,14.0,55,22,11.3,0
12165,1994,4,23,1013.0,1017.3,0.5,0.5,0.5,16.2,19.9,12.3,68,48,1.5,0
12166,1994,4,24,1005.9,1010.1,3.0,2.5,1.0,16.4,21.1,12.0,74,58,1.3,0
12167,1994,4,25,1005.4,1009.6,1.0,1.0,0.5,18.0,21.5,14.7,72,57,5.5,0
12168,1994,4,26,1006.4,1010.6,0.0,0.0,0.0,18.3,22.6,15.4,54,29,9.9,0
12169,1994,4,27,1010.8,1015.0,0.0,0.0,0.0,17.1,19.9,14.6,55,38,5.8,0
12170,1994,4,28,1003.4,1007.6,3.5,2.5,1.0,16.7,18.9,14.8,72,47,0.0,0
12171,1994,4,29,1000.7,1004.9,0.0,0.0,0.0,18.1,22.9,13.0,61,31,11.0,0
12172,1994,4,30,1007.2,1011.5,0.0,0.0,0.0,17.6,21.5,14.4,58,38,5.7,0
12173,1994,5,1,1010.6,1014.9,0.0,0.0,0.0,14.3,17.5,12.0,71,62,1.3,0
12174,1994,5,2,1015.9,1020.3,0.5,0.5,0.5,12.0,13.6,10.8,80,66,0.0,0
12175,1994,5,3,1014.8,1019.2,0.5,0.5,0.5,13.8,15.9,11.5,83,74,0.0,0
12176,1994,5,4,1005.0,1009.2,15.0,4.0,1.5,18.4,22.7,13.6,84,60,1.1,0
12177,1994,5,5,989.1,993.2,1.0,1.0,0.5,20.9,23.7,15.5,66,37,1.2,0
12178,1994,5,6,996.6,1000.8,0.0,0.0,0.0,17.7,22.8,13.5,63,32,6.9,0
12179,1994,5,7,1004.3,1008.5,0.0,0.0,0.0,20.2,25.1,13.6,44,23,11.1,0
12180,1994,5,8,1003.6,1007.7,0.0,0.0,0.0,22.2,27.2,17.0,44,28,8.0,0
12181,1994,5,9,1011.1,1015.3,0.0,0.0,0.0,19.2,23.8,16.8,46,21,12.7,0
12182,1994,5,10,1011.1,1015.3,0.0,0.0,0.0,19.9,23.7,15.5,61,45,9.7,0
12183,1994,5,11,1005.7,1009.9,7.0,3.0,0.5,19.3,22.9,15.9,64,45,0.0,0
12184,1994,5,12,1001.6,1005.8,25.0,6.0,1.5,17.9,20.7,15.6,78,55,1.5,0
12185,1994,5,13,1011.0,1015.2,0.0,0.0,0.0,19.4,23.2,14.6,55,38,9.9,0
12186,1994,5,14,1011.1,1015.3,0.0,0.0,0.0,19.6,25.5,15.7,62,44,10.5,0
12187,1994,5,15,1002.4,1006.6,23.0,9.0,2.5,18.2,21.1,15.4,83,74,0.0,0
12188,1994,5,16,991.0,995.0,0.0,0.0,0.0,24.6,29.3,20.6,55,35,12.5,0
12189,1994,5,17,1000.1,1004.2,0.0,0.0,0.0,20.4,25.7,14.8,55,43,8.7,0
12190,1994,5,18,1003.8,1008.1,0.0,0.0,0.0,16.3,19.7,12.5,60,48,5.1,0
12191,1994,5,19,1007.0,1011.2,0.0,0.0,0.0,19.3,24.0,15.5,37,16,13.1,0
12192,1994,5,20,1018.0,1022.3,0.0,0.0,0.0,16.7,19.5,14.8,45,32,7.5,0
12193,1994,5,21,1018.4,1022.7,0.0,0.0,0.0,18.2,21.9,13.7,50,38,9.4,0
12194,1994,5,22,1013.4,1017.6,0.0,0.0,0.0,19.6,23.1,17.0,60,49,7.2,0
12195,1994,5,23,1013.6,1017.7,0.0,0.0,0.0,22.2,27.4,16.6,55,26,12.0,0
12196,1994,5,24,1014.5,1018.6,0.0,0.0,0.0,22.9,28.3,18.5,60,23,10.9,0
12197,1994,5,25,1014.4,1018.6,0.0,0.0,0.0,22.5,26.3,18.8,65,48,7.3,0
12198,1994,5,26,1010.3,1014.5,25.0,10.5,3.0,21.9,24.7,20.5,77,59,2.2,0
12199,1994,5,27,997.5,1001.6,28.5,13.0,3.5,23.1,26.8,20.7,83,62,1.9,0
12200,1994,5,28,1006.3,1010.5,1.0,0.5,0.5,19.5,22.2,16.5,71,49,1.5,0
12201,1994,5,29,1007.5,1011.6,0.0,0.0,0.0,21.6,26.3,17.9,62,27,6.4,0
12202,1994,5,30,1001.8,1005.9,7.0,2.5,1.0,21.0,25.2,16.9,72,47,8.3,0
12203,1994,5,31,1003.5,1007.6,0.0,0.0,0.0,23.1,26.4,19.9,64,46,6.7,0
12204,1994,6,1,1001.7,1005.9,19.5,18.5,7.0,21.5,25.0,19.0,67,52,0.5,0
12205,1994,6,2,1002.0,1006.2,0.0,0.0,0.0,22.1,26.5,18.3,55,34,8.3,0
12206,1994,6,3,1005.9,1010.0,0.0,0.0,0.0,23.6,28.2,18.6,53,28,12.7,0
12207,1994,6,4,1009.3,1013.4,0.0,0.0,0.0,24.3,29.0,19.5,56,44,12.1,0
12208,1994,6,5,1009.8,1014.0,0.0,0.0,0.0,23.3,26.8,19.7,62,43,5.5,0
12209,1994,6,6,1011.2,1015.4,0.0,0.0,0.0,20.0,23.9,17.8,73,59,5.8,0
12210,1994,6,7,1010.1,1014.3,0.0,0.0,0.0,20.2,23.3,17.6,74,61,1.0,0
12211,1994,6,8,1005.1,1009.2,0.0,0.0,0.0,22.1,26.4,18.4,74,51,3.8,0
12212,1994,6,9,999.1,1003.2,15.5,3.0,1.0,20.8,22.3,19.2,86,73,0.0,0
12213,1994,6,10,1000.3,1004.3,0.0,0.0,0.0,23.2,27.2,19.0,65,43,6.7,0
12214,1994,6,11,1006.8,1010.9,0.0,0.0,0.0,23.7,27.1,20.8,65,42,7.3,0
12215,1994,6,12,1007.1,1011.2,12.0,6.5,2.0,22.6,25.0,21.1,82,65,1.4,0
12216,1994,6,13,1002.4,1006.5,3.0,1.5,0.5,22.6,24.5,20.7,85,74,0.0,0
12217,1994,6,14,994.6,998.6,8.0,5.0,2.5,24.2,28.3,20.6,70,35,2.7,0
12218,1994,6,15,1002.7,1006.8,0.0,0.0,0.0,24.5,27.6,21.6,52,44,13.1,0
12219,1994,6,16,1005.3,1009.4,0.0,0.0,0.0,23.7,27.7,21.0,66,45,5.2,0
12220,1994,6,17,1004.9,1009.0,0.0,0.0,0.0,24.5,28.9,19.9,60,36,12.8,0
12221,1994,6,18,1005.9,1010.0,0.0,0.0,0.0,24.2,27.6,20.3,62,47,5.6,0
12222,1994,6,19,1008.2,1012.4,70.0,12.5,4.5,16.6,20.3,14.4,89,71,0.0,0
12223,1994,6,20,1003.9,1008.1,2.5,1.0,0.5,16.4,19.1,14.3,89,83,0.0,0
12224,1994,6,21,1002.3,1006.5,0.0,0.0,0.0,19.7,23.6,15.6,76,59,1.4,0
12225,1994,6,22,1005.8,1010.0,0.0,0.0,0.0,22.7,27.6,18.8,64,44,11.4,0
12226,1994,6,23,1006.6,1010.7,0.0,0.0,0.0,23.4,26.2,20.8,69,58,0.4,0
12227,1994,6,24,1002.0,1006.1,0.0,0.0,0.0,23.1,25.5,20.2,72,59,0.3,0
12228,1994,6,25,1000.5,1004.6,3.5,3.0,2.0,22.1,23.8,19.8,79,73,0.0,0
12229,1994,6,26,1003.2,1007.3,0.5,0.5,0.5,22.8,27.8,18.9,75,49,5.6,0
12230,1994,6,27,1001.8,1005.9,0.0,0.0,0.0,27.2,31.7,21.3,69,53,10.7,0
12231,1994,6,28,1006.1,1010.3,10.0,6.5,4.5,21.8,29.1,17.8,79,61,0.0,0
12232,1994,6,29,1008.3,1012.4,0.0,0.0,0.0,20.3,23.7,17.6,83,69,0.0,0
12233,1994,6,30,1007.5,1011.6,0.0,0.0,0.0,23.8,27.2,19.4,75,60,1.9,0
12234,1994,7,1,1006.5,1010.6,0.0,0.0,0.0,25.6,27.6,23.1,76,68,0.0,0
12235,1994,7,2,1003.8,1007.8,0.0,0.0,0.0,28.3,32.4,25.2,71,55,3.1,0
12236,1994,7,3,1003.3,1007.3,0.0,0.0,0.0,30.5,35.6,25.5,65,44,8.0,0
12237,1994,7,4,1003.9,1007.9,0.0,0.0,0.0,29.4,32.6,27.2,57,41,10.3,0
12238,1994,7,5,1000.8,1004.8,0.0,0.0,0.0,30.4,35.3,25.0,56,39,12.0,0
12239,1994,7,6,1002.9,1006.9,0.0,0.0,0.0,29.4,33.1,23.3,59,48,5.7,0
12240,1994,7,7,1006.4,1010.5,17.5,15.0,5.5,24.6,27.4,22.6,80,73,0.8,0
12241,1994,7,8,1005.2,1009.2,0.0,0.5,0.0,26.6,30.0,24.1,73,57,4.8,0
12242,1994,7,9,1005.2,1009.3,3.0,2.0,0.5,25.1,26.2,24.3,80,74,0.1,0
12243,1994,7,10,1004.9,1009.0,0.0,0.0,0.0,25.9,27.6,24.4,77,66,0.0,0
12244,1994,7,11,1002.3,1006.3,0.0,0.0,0.0,28.9,32.6,25.3,73,57,8.2,0
12245,1994,7,12,1003.1,1007.1,0.0,0.0,0.0,29.3,35.0,25.1,61,40,9.3,0
